Name,Age,Nationality,Club,League,Position,PlayStyle,Overall,Potential,Value_EUR,Wage_EUR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Vision,Crossing,ShortPassing,LongPassing,FKAccuracy,Curve,Agility,Balance,Reactions,BallControl,Composure,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,Jumping,Stamina,Strength,Aggression,WeakFoot,SkillMoves,Height_cm,Weight_kg,PreferredFoot,Form,IntCaps,IntGoals,Appearances,Goals,Assists
Darwin Carvajal,21,Croatia,Monaco,Ligue 1,LM,Inside Forward,73,80,3204021,4630,79,73,78,82,50,66,79,78,65,74,75,77,77,79,82,84,70,72,84,89,80,86,77,83,46,74,55,55,53,63,61,66,60,3,3,176,79,Right,6,117,1,25,4,17
Asier Lukaku,35,DR Congo,Almeria,La Liga,LW,Inside Forward,62,62,358636,1000,82,76,75,80,24,60,85,78,81,74,81,79,70,75,80,80,80,76,81,84,87,84,74,85,24,51,31,21,20,64,54,64,55,3,3,180,72,Right,7,116,53,31,7,5
Ander Jiménez,32,Scotland,Eintracht Frankfurt,Bundesliga,RB,Wing Back,80,79,20544770,38910,79,53,83,72,80,77,73,80,52,49,60,63,45,90,74,80,82,94,65,70,76,78,71,79,72,78,76,79,72,79,71,79,85,3,5,173,85,Right,3,54,,38,5,15
Victor Doan,29,Guinea,Osasuna,La Liga,RB,Attacking Full Back,67,70,1352554,2518,79,44,70,66,74,66,82,84,36,51,43,35,45,70,64,70,64,70,68,69,61,63,71,58,78,63,72,75,81,69,62,68,70,4,5,181,64,Right,2,5,0,37,5,6
Maciej Pulgar,27,Australia,Strasbourg,Ligue 1,CB,Bruiser,66,68,1301385,3517,58,32,66,53,75,82,58,52,30,33,27,36,31,68,66,72,66,75,51,51,45,52,59,59,73,74,69,77,70,86,76,87,81,5,3,183,82,Right,10,66,15,16,0,18
Sandro Bruno,25,Portugal,Monaco,Ligue 1,ST,Poacher,86,96,40970596,62838,92,89,80,85,34,86,88,88,87,95,97,90,93,79,83,83,82,82,76,89,78,91,79,87,27,84,31,32,28,91,81,88,82,4,3,183,67,Right,2,17,5,28,13,2
Mohamed Militão,21,Sweden,Osasuna,La Liga,RB,Attacking Full Back,71,74,3703034,5991,76,51,66,72,74,67,78,76,47,56,58,55,44,62,65,65,70,63,72,79,71,67,75,65,81,70,77,67,80,59,60,72,76,3,5,187,75,Left,6,62,4,14,,16
Patrick Courtois,32,Wales,Juventus,Serie A,CAM,Classic 10,91,91,129408514,221970,85,88,90,92,53,72,78,84,82,81,81,85,85,88,83,86,88,78,89,99,96,93,87,97,61,72,53,52,45,66,71,74,64,3,4,185,74,Right,8,117,44,23,10,6
Raphinha Oliveira,26,Wales,Valencia,La Liga,RB,Attacking Full Back,80,81,10474490,20990,85,56,77,71,81,77,87,80,50,62,49,55,55,81,83,79,80,81,75,67,69,77,75,71,85,80,88,88,85,81,78,72,74,4,4,187,71,Right,5,114,10,6,10,17
Federico Dumfries,23,Ivory Coast,Toronto FC,MLS,GK,Aerial Threat,66,75,610727,1000,51,15,48,49,10,78,48,46,20,20,22,22,22,48,44,43,41,54,47,45,42,48,54,50,20,87,20,20,20,86,74,71,72,4,2,172,91,Left,6,2,5,28,4,10
Nacer Kompany,18,Indonesia,LA Galaxy,MLS,RM,Winger,61,74,229302,1000,77,66,70,75,44,60,70,79,74,62,70,66,67,78,79,68,68,79,71,80,83,79,68,78,42,64,40,44,49,54,67,64,63,4,2,175,81,Right,10,70,12,27,0,8
Diogo Aguerd,17,Egypt,Torino,Serie A,LM,Winger,80,95,19634492,47541,82,84,77,87,51,71,76,85,92,86,81,77,77,80,84,78,81,89,93,86,87,93,86,81,51,64,50,53,57,65,68,65,77,4,4,185,85,Right,3,47,8,18,8,10
Bukayo Berghuis,24,Iran,Strasbourg,Ligue 1,RM,Wide Midfielder,75,78,3777598,4970,87,71,78,82,46,66,88,86,76,70,76,67,76,70,76,74,73,69,92,85,79,80,80,87,40,68,53,46,52,74,72,73,66,5,3,182,72,Right,1,23,10,31,6,7
Alessandro Roberts,38,Georgia,Brentford,Premier League,CDM,Anchor,77,75,10231882,13288,66,67,81,74,79,78,70,68,75,60,66,71,66,77,87,87,78,73,72,70,81,73,75,69,74,82,74,82,88,82,85,82,83,4,3,177,61,Right,1,65,7,1,,5
Erik Camavinga,20,Turkey,Brighton,Premier League,CB,Bruiser,69,78,2182964,2721,58,44,67,60,81,81,62,60,38,46,40,51,43,67,66,61,63,68,70,64,53,64,61,59,83,89,88,87,81,79,79,84,81,4,3,191,71,Right,4,67,12,29,6,3
Matthijs Moreau,26,Bulgaria,Clermont,Ligue 1,GK,Sweeper Keeper,69,70,2472780,3769,53,12,65,47,13,81,50,51,20,20,21,20,20,59,62,70,63,68,43,43,44,47,50,48,20,88,20,20,20,82,82,83,73,3,2,187,76,Right,7,118,10,20,8,17
Kai Becker,26,Turkey,Luton Town,Premier League,CF,Advanced Forward,76,78,5346324,6456,77,83,77,85,42,75,72,70,85,78,90,87,75,70,71,80,70,77,80,82,90,91,83,81,36,70,48,38,44,79,70,72,75,4,2,171,84,Right,9,54,16,33,5,13
Matteo Bellingham,33,Uganda,Club Brugge,Pro League,RB,Defensive Full Back,70,71,3230379,8325,78,48,75,79,75,67,85,76,55,53,50,45,56,83,70,74,81,80,77,83,77,80,73,74,82,60,81,78,78,62,71,61,73,5,2,176,81,Right,8,6,14,28,0,11
Lars Cavani,17,Zambia,Manchester United,Premier League,RM,Inside Forward,93,99,197620185,227935,91,84,88,92,62,70,89,97,88,90,80,77,76,81,79,86,95,98,84,97,93,86,91,94,67,77,60,55,54,68,77,70,61,3,3,187,81,Left,3,30,14,3,7,11
Alexander Girard,27,Austria,Venezia,Serie A,RM,Inside Forward,69,72,2471992,5695,74,68,71,74,47,62,73,77,60,72,70,71,65,67,74,71,68,66,76,69,67,69,70,75,43,56,44,55,53,67,58,55,57,4,3,199,74,Right,9,24,13,15,4,2
Paul Ounahi,32,Poland,Osasuna,La Liga,ST,Poacher,70,71,1548627,4208,72,82,66,74,28,76,79,73,90,89,77,81,84,61,73,67,61,77,70,70,69,80,74,70,26,71,29,36,24,75,78,71,81,4,4,179,90,Right,10,8,22,11,7,9
Daniel Amrabat,27,Slovakia,Celtic,Scottish Prem,CM,Playmaker,78,82,11254462,15395,74,74,85,81,64,73,80,69,75,76,68,72,69,77,91,80,92,90,85,82,86,82,86,84,62,76,71,56,55,73,79,78,74,3,2,189,85,Left,6,45,9,12,9,15
Cheikhou Camavinga,24,Guinea,Nantes,Ligue 1,CF,Advanced Forward,75,81,4372960,6006,84,84,75,81,36,79,86,82,78,81,82,87,81,68,67,78,70,87,75,79,89,80,77,82,29,74,38,43,27,87,86,81,81,3,2,181,77,Right,4,57,19,30,3,5
Ansu Giménez,18,Guinea,Club Brugge,Pro League,RB,Defensive Full Back,81,86,28909612,46931,80,56,75,74,79,77,84,87,55,50,64,46,57,76,81,78,76,63,74,67,76,80,68,76,79,68,78,72,77,79,76,80,73,3,4,181,68,Right,8,71,13,31,2,
Victor Koch,24,Mozambique,Al Hilal,Saudi Pro League,LM,Winger,62,64,533079,1366,75,70,71,74,44,66,75,73,68,64,64,71,71,73,64,71,72,65,71,78,82,70,75,73,48,71,37,37,53,72,63,72,60,4,1,187,80,Right,6,31,3,,9,9
Alejandro Bentancur,29,Armenia,Augsburg,Bundesliga,RM,Inside Forward,70,74,2701216,3170,83,74,76,82,44,60,86,77,78,72,82,72,69,74,67,70,74,69,77,75,87,80,81,79,36,64,47,49,50,57,62,61,58,3,1,182,76,Right,3,81,6,28,5,17
Demba Ricci,23,Montenegro,Lorient,Ligue 1,CAM,Enganche,62,64,341663,1000,71,74,78,78,36,64,74,78,71,69,78,74,82,72,83,79,75,84,88,81,75,77,78,86,34,68,32,41,43,59,59,60,55,4,2,171,71,Right,1,22,48,9,8,2
Trent Mertens,30,Spain,Crystal Palace,Premier League,CM,Playmaker,76,74,7235026,18503,73,67,84,81,72,72,77,78,72,65,62,60,60,78,76,85,84,82,76,88,74,86,79,74,65,81,79,66,65,78,66,70,79,2,3,180,69,Right,4,67,1,4,2,8
Thomas Pogba,22,Slovakia,Celta Vigo,La Liga,GK,Shot Stopper,69,72,2676054,6463,47,19,53,49,16,72,54,45,20,20,20,21,25,46,50,56,46,59,54,45,41,50,51,44,20,70,20,20,20,65,69,70,66,5,4,189,76,Left,3,105,10,4,2,14
Andreas Diaw,28,Armenia,Chelsea,Premier League,CDM,Anchor,81,84,17730343,23056,68,62,82,83,86,86,74,68,55,60,58,59,60,83,88,81,74,94,91,89,77,84,84,81,89,90,82,90,85,79,89,93,88,4,3,179,71,Right,4,43,2,29,3,5
Nico Moreno,22,Peru,Venezia,Serie A,RM,Inside Forward,63,73,510554,1000,74,66,70,74,43,61,79,79,59,62,57,71,64,73,68,72,74,74,68,80,82,69,72,80,35,52,47,49,51,65,68,55,65,3,1,183,75,Right,7,114,4,29,6,1
Ferland Schneider,23,Australia,Borussia Dortmund,Bundesliga,LW,Winger,88,93,67705564,81868,86,85,82,93,44,77,84,80,93,79,83,92,84,80,81,87,83,72,93,99,95,89,95,90,50,82,44,50,37,75,75,78,81,2,3,186,74,Right,5,30,16,38,6,6
Kasper Giroud,23,Zambia,Al Ittihad,Saudi Pro League,CB,Aerial Threat,60,62,201841,1000,58,32,63,52,75,76,64,54,25,34,24,36,39,59,64,65,64,52,43,54,44,52,47,54,67,85,80,75,79,80,79,75,67,4,5,174,76,Right,9,56,15,29,8,18
Shkodran Tagliafico,31,Kenya,Nottingham Forest,Premier League,CM,Playmaker,73,74,4484833,8367,68,62,80,78,62,68,74,62,67,65,56,67,68,76,77,81,86,92,75,71,70,77,85,77,60,60,56,59,63,63,74,74,75,4,4,182,76,Left,4,58,,0,1,5
Mikel Fabinho,25,Czech Republic,AS Roma,Serie A,CAM,Enganche,80,90,15322024,22699,79,81,85,90,50,72,83,83,73,74,87,79,89,84,92,81,90,90,84,96,83,85,85,83,46,66,57,52,45,76,79,78,68,3,2,189,80,Right,5,107,54,24,3,3
Shkodran Jiménez,30,Kenya,Rennes,Ligue 1,GK,Sweeper Keeper,79,79,14956702,17513,51,21,59,58,18,80,55,54,21,23,20,20,20,62,53,54,51,67,65,52,65,60,54,52,20,81,24,24,20,73,82,84,77,3,4,183,77,Right,3,,0,38,6,16
Emre Verratti,28,Cameroon,LA Galaxy,MLS,ST,Poacher,63,66,812525,1130,72,82,60,74,24,72,70,73,82,84,79,91,77,67,68,56,65,56,65,79,72,72,81,74,25,69,21,20,20,80,73,70,73,3,3,189,67,Right,7,2,41,4,11,1
Exequiel van Dijk,21,Turkey,Brighton,Premier League,LW,Winger,67,77,1229986,2673,81,75,72,83,24,60,85,77,79,73,75,72,81,64,66,67,68,72,92,85,80,85,85,89,20,55,21,30,28,54,62,65,58,4,3,195,79,Right,10,0,53,4,8,
Nicolò Evans,22,Australia,Toronto FC,MLS,CDM,Box to Box,75,83,3852002,6675,68,63,80,73,83,73,74,68,58,67,54,65,71,80,84,80,85,79,76,71,73,67,70,70,77,65,79,89,82,79,69,72,73,4,3,173,77,Right,4,10,10,6,2,10
Kamil Gueye,27,Italy,Brighton,Premier League,CM,Playmaker,71,71,3336971,5086,66,69,77,76,65,71,68,65,77,76,67,77,62,74,84,73,83,78,81,80,73,72,81,68,72,64,70,59,62,74,64,77,69,4,3,174,67,Right,6,60,4,15,1,19
Alexander Sánchez,23,Poland,Wolfsburg,Bundesliga,RB,Attacking Full Back,75,81,6895119,8055,78,50,78,72,78,69,78,81,54,43,49,42,47,72,84,79,73,81,64,71,73,70,69,69,76,78,77,76,74,69,69,62,60,3,3,189,58,Right,5,42,10,23,6,15
Alexis García,30,Qatar,Monaco,Ligue 1,CDM,Defensive Midfielder,83,82,43145037,68811,74,64,85,77,85,84,77,74,68,68,70,64,62,81,94,88,84,91,70,78,84,82,75,70,88,91,86,86,79,85,85,79,83,3,2,202,86,Left,2,49,1,35,2,20
James Tomiyasu,29,Senegal,Lecce,Serie A,CAM,Classic 10,62,66,478744,1000,68,75,78,80,37,58,68,63,69,76,77,66,71,74,81,73,82,73,79,73,82,78,79,81,45,59,39,29,31,65,56,53,58,3,1,181,69,Right,10,27,16,32,6,0
N'Golo Williams,26,Ireland,Leicester City,Premier League,GK,Shot Stopper,68,71,1381138,3683,46,15,55,46,11,77,42,52,20,20,20,20,20,63,49,60,49,63,53,46,46,50,51,39,20,83,20,20,20,81,72,78,76,4,3,185,67,Right,3,60,0,23,8,4
Jordi Berghuis,27,South Korea,Real Sociedad,La Liga,RB,Defensive Full Back,87,90,42332482,74529,89,64,81,79,85,82,85,86,63,59,67,55,62,78,76,77,87,79,81,73,86,83,86,82,93,79,82,85,78,88,78,75,89,3,2,166,63,Right,8,22,5,18,2,7
Jordi Jones,31,Denmark,Salernitana,Serie A,CF,Complete Forward,76,74,9173907,18495,77,86,75,80,39,76,79,73,93,91,85,95,79,67,71,78,74,76,84,80,83,75,77,83,41,75,44,40,39,76,80,73,71,5,4,195,71,Right,7,28,38,10,22,4
Diogo Suárez,33,Austria,NYCFC,MLS,CF,False 9,67,67,890697,1643,78,79,73,81,32,72,85,72,74,85,82,79,77,68,68,73,73,72,83,85,85,82,88,84,38,64,30,39,26,79,66,70,65,3,5,176,69,Right,8,86,44,14,10,19
James Taylor,29,Switzerland,Fiorentina,Serie A,RW,Winger,73,74,3754158,7219,84,80,79,86,26,70,90,87,76,73,75,74,73,73,84,76,76,71,96,85,79,92,85,90,31,74,22,20,32,62,72,72,74,4,3,181,74,Left,9,39,49,15,1,7
Kevin Jović,28,Denmark,Bayer Leverkusen,Bundesliga,CF,Complete Forward,85,86,63675155,73105,87,91,82,90,48,83,90,83,99,97,88,91,83,81,77,83,85,76,84,92,94,93,87,98,52,80,54,44,40,77,89,79,74,3,3,179,67,Left,10,97,50,5,4,16
Kevin Griezmann,34,Burkina Faso,Las Palmas,La Liga,CAM,Classic 10,66,64,810210,1078,70,75,78,81,40,58,75,68,71,71,79,76,82,74,82,81,70,67,87,74,73,79,81,73,38,54,35,45,32,50,64,59,65,5,1,184,72,Left,7,39,48,4,6,8
Fabian Alves,39,Peru,Lorient,Ligue 1,CF,False 9,66,67,670113,1075,75,79,68,82,30,68,79,72,76,80,74,76,84,63,72,62,62,56,91,89,89,78,86,80,27,61,25,25,22,63,66,73,62,3,4,185,64,Right,9,66,42,6,19,9
Max Sane,29,Brazil,Burnley,Premier League,GK,Aerial Threat,75,79,5255781,6234,61,20,59,53,18,84,54,54,21,20,20,20,20,55,54,56,63,57,50,48,60,48,50,60,20,86,20,25,21,80,80,80,79,3,4,184,83,Right,8,86,14,25,6,7
Pierre Barella,21,Thailand,Celta Vigo,La Liga,CF,Advanced Forward,67,73,1723369,2802,79,78,70,76,33,69,84,85,82,74,69,83,76,76,66,66,72,73,77,77,76,78,72,80,31,63,33,26,27,67,74,70,77,2,5,188,79,Right,10,112,,4,13,15
Paulo Lloris,31,Ukraine,Manchester City,Premier League,RM,Winger,88,88,89213836,186250,85,83,88,90,60,74,79,82,83,88,78,79,75,91,91,88,90,99,94,90,95,84,94,94,55,69,58,55,66,74,70,71,70,4,5,177,82,Right,7,17,4,14,2,9
Jan Rodrigues,18,Algeria,Bayern Munich,Bundesliga,CB,Bruiser,85,99,48214228,55165,72,42,73,70,90,89,76,73,49,39,50,43,37,68,78,73,78,64,64,67,77,76,75,74,92,98,90,94,94,90,94,88,98,5,4,182,60,Left,2,55,8,,2,12
Francesco Sosa,24,Wales,Al Nassr,Saudi Pro League,LB,Wing Back,61,65,401275,1000,70,42,68,63,70,66,65,63,35,36,39,47,46,76,66,67,65,79,69,57,62,64,58,63,67,58,67,75,72,65,73,64,62,5,4,178,67,Right,9,23,9,29,4,14
N'Golo Romano,26,Argentina,Lens,Ligue 1,CB,Ball Playing Defender,67,69,1616603,1933,58,37,63,62,80,76,61,52,33,44,30,38,35,60,61,65,64,52,70,64,64,61,60,54,85,72,80,75,88,71,69,75,73,4,3,172,76,Right,3,92,6,12,7,0
Ferran Müller,21,Iraq,Celta Vigo,La Liga,CB,Ball Playing Defender,75,81,7660098,18913,58,48,72,63,81,84,56,64,48,55,54,44,55,65,71,68,66,69,56,61,59,60,64,69,87,91,81,74,72,76,86,85,85,3,4,176,77,Right,10,101,1,26,6,4
Maciej Williams,21,Norway,Burnley,Premier League,CDM,Defensive Midfielder,73,78,5352252,6402,71,54,80,72,78,79,70,64,50,57,46,64,61,73,85,77,87,75,74,71,65,69,66,77,84,83,71,84,69,79,86,78,83,4,3,186,86,Right,6,106,6,13,6,6
Denzel Neuer,27,DR Congo,PSG,Ligue 1,GK,Shot Stopper,85,85,50112963,78918,58,23,70,60,20,88,53,56,25,30,24,27,24,65,69,75,73,78,51,61,53,60,59,52,20,92,20,20,20,82,92,93,91,2,2,185,85,Right,7,10,1,35,8,13
Andreas Girard,23,Georgia,Mallorca,La Liga,CB,Ball Playing Defender,63,68,784992,1422,58,34,60,52,75,84,55,60,34,33,28,34,31,68,64,62,55,58,61,46,55,52,52,53,67,90,79,75,84,79,84,87,75,3,3,181,78,Right,5,85,5,24,4,16
Richarlison Richard,19,South Korea,Inter Milan,Serie A,CAM,Classic 10,81,88,18197209,44061,73,81,90,87,51,72,71,66,73,86,72,76,76,96,95,96,95,87,97,87,79,91,84,92,43,65,50,53,54,66,67,69,76,2,3,176,87,Right,9,74,28,30,6,19
Mats Wirtz,22,Zambia,Chelsea,Premier League,CAM,Shadow Striker,89,92,72002823,98634,86,88,85,88,47,78,85,88,95,89,90,81,86,90,92,80,85,97,95,81,88,86,92,92,46,79,50,40,39,74,85,83,83,4,4,180,58,Right,3,48,50,17,2,9
Achraf Tagliafico,27,Bulgaria,Rayo Vallecano,La Liga,LB,Wing Back,69,71,1292102,2653,73,42,76,68,73,69,70,75,42,41,33,46,50,70,83,72,78,68,61,70,67,70,66,65,69,65,80,71,67,63,66,76,65,2,1,170,65,Right,9,37,6,10,3,7
Marten Firmino,32,Zambia,PSG,Ligue 1,RB,Wing Back,87,87,88735341,109279,83,62,74,73,85,81,89,88,63,58,58,68,62,77,67,70,72,79,77,77,81,75,70,71,79,72,85,86,94,75,78,82,86,5,1,193,86,Right,10,98,7,,10,7
Moussa Vlahović,24,Iceland,Granada,La Liga,CAM,Shadow Striker,74,79,2980119,8371,76,79,89,86,45,66,70,75,76,85,86,69,73,94,97,95,82,91,83,81,94,81,92,92,48,58,45,52,40,60,67,73,74,2,4,191,80,Right,7,81,47,12,9,8
Thomas González,33,USA,LA Galaxy,MLS,LW,Winger,73,72,4760969,6880,78,81,76,89,37,66,75,85,79,84,74,91,86,71,69,78,81,82,95,83,89,95,93,86,32,73,35,34,46,65,59,73,57,5,2,191,90,Right,8,10,29,29,3,18
Bamba Rashford,26,Senegal,Torino,Serie A,CDM,Box to Box,70,71,3135268,5040,72,58,74,73,77,77,78,77,65,54,63,65,63,78,75,73,81,65,82,71,75,74,68,66,75,76,71,76,85,82,82,75,70,5,3,190,76,Right,7,99,11,3,0,5
Gabriel Honda,17,Poland,Feyenoord,Eredivisie,LM,Inside Forward,79,94,13808984,16322,84,73,82,85,57,72,78,79,81,68,72,79,78,77,79,86,76,73,75,81,87,87,78,91,63,65,50,51,53,65,79,75,71,4,4,188,70,Right,10,88,5,23,0,19
Lautaro Gueye,30,Greece,Monaco,Ligue 1,ST,Target Man,79,80,13788079,19203,89,86,76,80,32,82,93,92,79,79,83,90,85,80,73,77,79,79,71,81,74,79,74,72,38,88,39,31,29,87,83,77,86,5,2,186,83,Right,6,92,25,7,12,6
Oscar Sánchez,21,Argentina,Galatasaray,Süper Lig,CB,Ball Playing Defender,81,89,16761780,23508,72,44,67,61,84,88,66,67,47,42,39,53,39,71,69,64,74,73,59,58,67,59,54,55,86,96,87,89,88,96,94,94,88,3,4,189,64,Left,7,110,14,11,7,8
Aaron Martin,27,Wales,Seattle Sounders,MLS,LW,Inside Forward,65,67,677266,1294,78,78,72,80,30,60,82,76,71,72,70,72,77,73,66,70,68,81,88,73,73,83,77,73,25,65,36,37,29,55,62,55,67,2,4,178,58,Left,3,24,33,4,9,19
Exequiel Jorginho,30,Sweden,Juventus,Serie A,RB,Defensive Full Back,89,87,69425979,88328,89,63,77,82,82,79,89,89,68,58,69,61,67,83,74,71,83,69,75,89,89,84,77,76,78,85,84,74,74,83,83,80,78,4,3,197,70,Left,10,8,13,38,4,20
Ilkay Salah,29,China,Bayer Leverkusen,Bundesliga,CAM,Shadow Striker,87,88,57849309,72131,83,87,90,90,53,73,90,80,88,83,81,83,84,85,92,90,84,84,93,91,87,87,97,89,49,65,57,54,57,65,79,74,73,2,5,191,65,Left,2,11,13,11,6,10
Granit López,31,Senegal,Rennes,Ligue 1,CAM,Enganche,80,79,10322175,21239,80,85,89,86,41,69,78,87,82,85,90,78,79,92,85,90,91,99,76,86,84,92,85,80,40,65,34,42,33,73,75,65,65,4,5,174,70,Right,8,79,30,31,0,8
Simon Immobile,19,Uruguay,Sevilla,La Liga,LB,Attacking Full Back,88,94,95566674,116972,84,60,74,80,88,82,83,89,66,61,53,62,57,78,77,75,69,86,78,74,85,86,81,77,93,84,90,95,80,75,82,78,78,5,1,179,75,Right,1,60,13,38,7,18
Daniel Guardado,23,New Zealand,Cagliari,Serie A,CB,Ball Playing Defender,74,77,5925028,12018,67,42,65,66,77,85,69,62,42,37,46,47,50,70,58,66,73,61,56,64,67,68,64,61,73,76,76,72,72,89,86,91,91,3,4,180,91,Right,10,107,4,6,7,8
Victor Acuña,27,Rwanda,Brentford,Premier League,RB,Wing Back,74,76,5706693,6604,76,51,74,66,74,67,72,80,45,53,57,59,49,79,81,74,74,67,59,64,60,61,73,62,78,60,67,68,69,75,71,62,73,2,4,174,76,Right,3,97,15,6,2,19
Aitor Kompany,27,Mexico,Monaco,Ligue 1,LM,Inside Forward,83,84,34209024,60333,79,77,83,85,53,70,77,82,73,77,76,74,78,76,88,78,87,75,90,84,90,83,85,93,54,77,52,45,54,74,67,64,68,3,3,177,70,Left,5,20,13,28,1,4
Leroy Sosa,26,Slovakia,Osasuna,La Liga,CB,Aerial Threat,78,81,15595481,39482,77,42,70,63,82,88,70,76,36,35,46,52,44,73,61,67,74,64,57,62,60,60,63,65,74,89,86,83,79,84,83,92,92,4,4,165,71,Right,2,25,11,0,0,8
Antoine Marino,30,UAE,Atlanta United,MLS,GK,Sweeper Keeper,68,68,2154168,4018,49,13,54,49,13,73,43,42,20,20,20,20,20,59,59,52,49,53,55,48,56,52,47,45,20,64,20,20,20,68,71,78,75,2,5,184,72,Right,10,95,11,3,3,15
Nabil Gueye,29,Burkina Faso,Hoffenheim,Bundesliga,GK,Shot Stopper,79,81,11741517,15974,63,13,60,47,21,81,57,65,20,20,20,20,20,57,55,56,65,69,47,54,52,48,54,44,26,84,20,22,20,81,88,85,75,5,3,186,75,Right,10,50,8,3,3,9
Éder Alexander-Arnold,21,Burkina Faso,Venezia,Serie A,LM,Inside Forward,69,79,2195284,5585,75,75,77,84,47,65,80,73,82,72,68,70,72,85,83,77,84,65,82,81,85,85,89,78,51,74,44,41,45,58,62,58,73,4,3,179,73,Right,2,38,4,7,9,12
Kevin Kouyaté,20,Norway,Girona,La Liga,GK,Sweeper Keeper,70,86,2790753,4754,51,14,55,48,14,83,49,47,20,20,20,20,20,52,59,55,59,65,43,51,41,48,49,50,20,87,20,20,20,79,84,84,84,4,3,180,82,Right,1,75,2,11,1,20
Ali Amrabat,36,Ecuador,Newcastle,Premier League,CF,Advanced Forward,74,72,5785456,15265,85,87,74,83,31,76,80,91,95,88,93,90,88,79,81,76,66,81,73,87,83,86,87,85,27,79,24,33,25,84,74,82,76,2,4,182,76,Right,3,59,44,5,2,9
Pedri Nández,31,Georgia,Torino,Serie A,ST,Poacher,69,67,1883194,4102,73,87,68,76,29,78,77,78,93,85,83,90,90,75,60,62,71,69,70,77,77,74,82,74,25,70,33,23,22,83,71,82,82,2,1,191,76,Right,4,53,2,20,29,18
Patrick Santos,26,Switzerland,Fiorentina,Serie A,LB,Defensive Full Back,76,79,5021619,6776,79,61,73,71,82,74,84,78,54,54,67,65,63,79,66,72,76,71,73,66,69,74,74,72,89,78,79,87,75,75,80,72,79,4,1,188,68,Right,5,80,4,9,9,19
Juan Ighalo,24,Paraguay,Nottingham Forest,Premier League,RM,Wide Midfielder,70,73,2531717,6679,83,69,74,79,44,63,81,89,68,62,76,73,62,73,72,68,71,70,82,79,86,79,82,84,50,54,43,45,37,56,64,56,56,4,4,181,76,Right,4,105,12,8,5,1
Kim Rashford,32,UAE,Crystal Palace,Premier League,GK,Shot Stopper,79,79,10111331,15798,63,18,60,55,19,85,66,61,25,21,20,20,20,59,60,63,60,55,65,55,56,56,53,48,24,82,20,21,20,82,86,84,82,3,3,183,81,Left,4,33,9,5,1,1
Łukasz Endo,29,Chile,Darmstadt,Bundesliga,CAM,Shadow Striker,68,68,2190413,3033,69,78,85,80,41,61,67,63,78,79,73,80,75,91,80,84,90,97,77,87,79,74,73,76,37,60,47,35,34,68,61,55,63,3,4,165,76,Right,7,107,45,1,0,12
Simon Hakimi,27,Egypt,Girona,La Liga,CM,Box to Box,81,82,14031796,16605,72,70,82,85,74,78,78,74,73,68,64,67,64,74,80,86,87,94,92,86,90,82,83,86,69,73,70,66,80,81,77,83,83,5,4,171,82,Left,10,118,13,15,9,1
Emre Militão,22,Peru,PSV,Eredivisie,CDM,Defensive Midfielder,87,89,76166532,125068,72,67,86,82,86,85,69,70,67,60,65,61,74,86,80,85,86,87,80,77,78,81,80,78,82,91,80,83,77,92,82,82,78,2,3,184,80,Left,7,3,3,5,2,17
Shkodran Sarr,31,Greece,AC Milan,Serie A,RW,Inside Forward,90,88,138866619,163757,89,88,83,92,42,75,93,82,80,92,97,95,87,88,91,88,89,72,84,92,88,87,90,86,42,80,47,43,41,68,68,68,76,2,2,175,64,Right,9,14,48,7,6,1
Trent Hazard,16,USA,Fiorentina,Serie A,CDM,Box to Box,68,83,1107893,2142,63,55,72,74,74,80,65,65,57,50,52,49,57,70,78,73,73,84,69,69,79,80,74,68,78,80,75,74,72,83,74,77,82,3,3,192,60,Right,3,38,11,14,3,13
Hakim Bentancur,26,Bulgaria,Osasuna,La Liga,CDM,Box to Box,70,73,1409763,2011,63,52,70,73,84,79,65,61,54,48,46,45,46,69,62,76,68,62,65,80,70,68,79,78,79,84,83,80,86,73,84,84,88,5,4,183,75,Right,10,75,1,17,10,8
Leroy Lozano,34,Greece,Monaco,Ligue 1,LM,Wide Midfielder,75,73,4418038,5026,88,71,71,75,54,67,82,95,63,69,70,77,72,64,70,77,70,76,66,68,79,75,74,77,62,60,52,52,52,71,62,62,65,3,5,182,61,Right,9,,1,18,9,20
Federico Mikel,22,Mali,Lyon,Ligue 1,CF,False 9,78,86,9315042,11806,82,86,76,81,36,80,81,77,79,92,92,91,83,81,71,75,73,70,75,74,85,81,76,87,32,81,41,29,42,72,74,75,72,3,4,182,80,Right,1,46,35,3,6,14
Nahuel Niasse,21,Montenegro,Metz,Ligue 1,GK,Sweeper Keeper,61,70,340334,1000,45,12,48,43,16,74,38,43,20,20,20,20,20,54,53,42,46,51,53,49,41,44,45,47,23,69,20,20,20,79,74,81,68,2,3,200,80,Right,10,78,2,21,8,15
Serge Girard,22,Serbia,St. Pauli,Bundesliga,ST,Pressing Forward,72,79,4442392,10096,80,89,72,76,32,73,75,82,92,92,87,91,90,73,65,70,79,75,80,83,77,75,78,76,27,80,33,31,35,81,78,77,64,5,3,186,88,Right,10,34,39,2,7,13
